"Player","League","Team ","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"M. Demetriou","League Two 20-21.","Newport County","LCB","35","75000","2026-06-30","48","4770","4","2.45","1","2.48","England","left","188","11","6.49","65.99","10.91","66.44","0.47","9.93","0.77","0.08","0.05","0.06","0.53","35.71","14.286","0.96","35.29","0.42","50","1.09","46.55","0.87","1.53","1.04","41.36","75.05","21.77","64.21","9.19","46.41","0.05","0.13","0.09","8.17","53.58","1.53","25.93","0.25","11.36","68.11"
"P. Clarke","League Two 20-21.","Tranmere Rovers","RCB, LCB","44","0","","48","4678","4","4.58","1","1.08","England","right","188","9.95","5.27","69.34","8.79","63.02","0.73","9.27","0.79","0.08","0.09","0.08","0.69","27.78","11.111","0.13","28.57","0.65","82.35","2.29","57.98","1","0.63","0.19","39.65","81.03","20.64","72.23","9.52","60","0.02","0.02","0.06","7.21","57.07","0.87","40","0.42","9.79","71.71"
"S. Lavelle","League Two 20-21.","Morecambe","RCB","29","275000","2027-06-30","48","4593","1","4.37","0","0.55","England","right","188","8.35","4.72","65.98","7.52","61.98","0.49","6.03","0.43","0.02","0.09","0","0.49","32","4","0.04","0","0.37","68.42","1.57","58.75","0.67","0.22","0.22","19.09","65.91","12.78","58.9","5.9","41.53","0.01","0.02","0.04","5.02","48.05","0.35","22.22","0.14","6.41","58.41"
"J. Dixon","League Two 20-21.","Barrow","GK","32","0","","46","4532","0","0","0","0","England","right","193","2.07","0.02","100","0.36","94.44","0","2.88","0.06","0","0","0","0","0","0","0","0","0.06","100","0.16","87.5","0","0","0.02","18.73","81.65","13.13","76.4","9.23","66.24","0","0","0","3.87","64.62","0.2","0","0","7.41","78.55"
"J. Sheehan","League Two 20-21.","Newport County","DMF, RCMF","30","400000","2027-06-30","46","4518","3","3.6","2","3.45","Wales","right","184","6.57","4.76","60.25","1.89","37.89","0.06","5.03","2.45","0.04","0.07","0","1.16","29.31","5.172","0.8","37.5","2.55","60.94","5.44","55.31","0.74","2.23","1.45","41.08","84.43","12.23","68.89","6.43","57.89","0.07","0.62","0.18","7.77","69.74","1.85","45.16","0.74","6.35","77.74"
"B. Tozer","League Two 20-21.","Cheltenham Town","CB","35","100000","","46","4486","2","1.92","1","5.58","England","right","185","8.27","3.79","67.72","3.67","62.84","0.72","8.35","0.76","0.04","0.04","0","0.2","50","20","0.78","43.59","0.74","40.54","1.67","34.94","0.42","0.48","0.06","41.73","76.39","21.05","64.44","13.28","56.65","0.11","0.04","0.08","8.55","51.17","1.44","44.44","0.3","11.82","69.1"
"V. Hladký","League Two 20-21.","Salford City","GK","35","400000","2026-06-30","46","4481","0","0","0","1.35","Czech Republic","right","192","2.95","0.08","100","0.64","93.75","0","4.34","0.02","0","0","0","0","0","0","0","0","0.04","50","0.16","62.5","0.02","0","0","24.18","79.9","15","70.01","11.71","61.58","0.03","0.02","0.04","5.14","57.81","0.38","31.58","0.12","8.56","77.93"
"U. Godwin-Malife","League Two 20-21.","Forest Green Rovers","RCB, RB","25","325000","2027-06-30","46","4477","0","0.27","1","1.26","England","right","180","8.02","5.43","70.37","2.51","53.6","0.28","6.29","1.71","0","0.01","0","0.08","25","0","0.94","27.66","2.23","56.76","5.53","45.82","0.4","2.81","1.97","40.97","82.78","17.13","72.18","4.56","49.34","0.03","0.4","0.08","5.65","71.17","1.41","41.43","0.28","8.42","69.69"
"L. Vigouroux","League Two 20-21.","Leyton Orient","GK","32","300000","2028-06-30","46","4469","0","0","1","0.09","England","left","194","2.03","0","0","0.44","90.91","0","3.1","0.02","0","0","0","0","0","0","0","0","0.02","100","0.2","90","0","0","0","24.81","81.41","14.7","71.23","12.1","64.39","0","0","0.04","3.91","49.48","0.16","12.5","0.02","8.38","77.16"
"Ricardo","League Two 20-21.","Bolton Wanderers","RCB, CB","30","600000","2027-06-30","46","4467","0","1.21","1","0.69","Portugal","right","196","12.15","7.47","78.98","6.31","72.84","0.54","9.4","1.17","0","0.02","0","0.18","33.33","0","0.04","0","1.29","76.56","4.31","55.14","0.3","1.09","0.54","44.47","84.23","16.32","66.05","6.25","47.74","0.01","0.2","0.06","4.84","51.67","0.64","12.5","0.12","7.13","53.11"
"C. Wood","League Two 20-21.","Bradford City","LB, LWB","29","175000","","46","4458","1","2.02","1","2.72","England","left","177","10.76","7.27","62.78","3.9","47.67","0.22","8.06","3.01","0.02","0.04","0","0.69","20.59","2.941","3.13","34.84","2.85","60.99","5.17","50","0.71","1.43","0.63","35.61","69.33","15","53.97","7.79","39.38","0.05","0.24","0.24","6.32","44.73","3.29","44.17","0.34","8.86","65.6"
"K. Knoyle","League Two 20-21.","Cambridge United","RB","29","250000","2027-06-30","46","4449","2","0.91","6","5.16","England","right","177","7.12","4.88","61.83","1.94","44.79","0.26","5.19","2.65","0.04","0.02","0","0.38","26.32","10.526","3.16","39.1","1.84","62.64","5.34","39.77","1.03","1.8","1.4","33.2","71.72","15.74","61.05","8.03","50.13","0.1","0.3","0.47","6.57","55.38","3.42","52.07","0.85","10.34","73.97"
"G. Taylor","League Two 20-21.","Cambridge United","LCB","35","0","","46","4445","0","1.51","0","0.69","England","right","186","10.45","5.37","72.45","6.34","64.86","0.81","8.52","0.28","0","0.03","0","0.22","18.18","0","0.16","50","0.45","36.36","1.46","44.44","0.55","0.61","0.12","33.53","74.64","20.11","65.86","9.56","55.08","0.01","0.02","0.04","6.26","58.9","0.65","40.63","0.22","10.43","64.66"
"A. Collins","League Two 20-21.","Exeter City","LDMF, LCMF, DMF","26","800000","2026-06-30","46","4403","4","2.25","2","3.14","England","right","174","8.05","5.23","60.55","4.42","45.37","0.22","6.8","1.76","0.08","0.05","0","0.72","34.29","11.429","0.84","36.59","1.94","47.37","4.86","36.97","0.74","1.12","0.69","45.17","80.18","16.82","65.98","5.19","48.43","0.06","0.67","0.27","9.03","65.84","2.56","54.4","1.04","7.6","78.49"
"G. Thomson","League Two 20-21.","Harrogate Town","RW, RCMF","33","100000","2026-06-30","46","4398","3","6.12","9","11.33","England","right","175","7.98","5.24","58.2","4.38","40.65","0.06","6.81","2.68","0.06","0.13","0","1.98","27.84","3.093","2.25","33.64","1.96","54.17","4.67","37.28","1.62","0.86","0.23","43.67","75.91","15.61","60.42","6.18","46.69","0.23","0.65","0.27","7.51","56.95","3.52","46.51","1","8.68","79.25"
"I. Touray","League Two 20-21.","Salford City","LB, LWB","31","200000","","46","4391","1","1.4","4","4.81","England","left","177","9.35","6.52","61.95","4.78","57.08","0.1","7.47","3.59","0.02","0.03","0","0.41","20","5","3.18","29.03","3.87","64.55","7.48","51.78","0.8","2.52","1.31","40.26","70.21","16.36","54.14","7.75","42.33","0.1","0.31","0.29","7.36","48.47","3.12","44.08","0.43","10.15","69.9"
"T. Smith","League Two 20-21.","Colchester United","LCB","35","100000","2026-06-30","45","4387","2","1.47","2","0.06","England","left","187","10.81","6.98","73.24","6.5","62.78","0.82","7.5","0.33","0.04","0.03","0.02","0.21","40","20","0.1","40","0.29","64.29","1.48","54.17","0.49","0.84","0.29","36.97","76.19","22.05","68.84","9.48","54.76","0","0.06","0.04","6.89","55.95","0.7","35.29","0.16","10.65","68.59"
"T. Eastman","League Two 20-21.","Colchester United","RCB","34","0","","45","4384","2","1.5","0","0.64","England","right","191","10.7","6.04","72.79","6.36","72.26","0.74","7.98","0.37","0.04","0.03","0.02","0.27","38.46","15.385","0.31","26.67","0.25","66.67","0.8","43.59","0.45","0.27","0.06","37.53","76.2","20.04","64.04","8.42","45.12","0.01","0.02","0.04","6.06","50.85","0.66","28.13","0.18","9.18","61.52"
"A. O'Connor","League Two 20-21.","Bradford City","LCB, RB, RCB","33","200000","2027-06-30","45","4341","2","2.2","1","0.79","Republic of Ireland","right","188","10.84","5.76","66.55","7.46","73.06","0.73","8.85","0.89","0.04","0.05","0","0.39","31.58","10.526","0.77","32.43","0.66","78.13","2.05","54.55","0.85","0.73","0.33","40.14","80.53","17.27","66.99","6.16","48.82","0.02","0.02","0.15","5.41","55.94","1.12","42.59","0.25","8.56","67.8"
"G. Morris","League Two 20-21.","Crawley Town","GK","42","50000","2026-06-30","45","4334","0","0","0","0","England","right","183","2.6","0.15","71.43","0.58","100","0","3.52","0.08","0","0","0","0","0","0","0","0","0.1","80","0.19","77.78","0","0","0","19.13","75.9","16.03","72.93","14.68","70.16","0","0","0","6.96","71.94","0.27","7.69","0.02","11.5","86.82"
"L. Shephard","League Two 20-21.","Newport County","RWB, RCB, RB","31","125000","","45","4314","2","1.47","1","2.6","Wales","right","178","9.64","7.43","65.17","3.57","45.03","0.23","7.45","3.46","0.04","0.03","0","0.52","28","8","4.07","30.26","3.5","55.36","7.36","44.19","0.92","2.02","0.96","37.03","75.72","12.23","62.46","6.07","46.74","0.05","0.33","0.31","6.13","56.8","4.15","41.21","0.73","8.24","77.72"
"J. Lowe","League Two 20-21.","Salford City","RCMF, RDMF, LCMF","34","125000","2026-06-30","45","4280","0","1.29","1","0.75","England","right","183","8.52","4.96","67.8","3.68","41.14","0.25","7.03","0.38","0","0.03","0","0.42","10","0","0.25","33.33","0.29","57.14","1.7","35.8","0.34","0.48","0.17","41.64","81.52","13.29","61.87","4.35","45.89","0.02","0.11","0.11","7.34","63.04","0.95","37.78","0.23","6.5","68.93"
"N. Smith","League Two 20-21.","Port Vale","LCB, RCB","29","450000","2027-06-30","44","4270","4","4.75","0","1.07","England","right","180","9.48","7.1","73.59","8.11","62.34","0.4","5.82","0.36","0.08","0.1","0.06","0.48","30.43","17.391","0.11","40","0.34","37.5","1.67","46.84","0.86","0.65","0.27","21.37","70.81","11.8","56.79","3.77","40.78","0.02","0.06","0.08","4.28","56.16","0.42","25","0.17","5.69","55.93"
"Carlos Gomes","League Two 20-21.","Morecambe","LW, LAMF","27","300000","2026-06-30","46","4265","16","15.75","5","5.94","Senegal","right","178","7.83","7.39","61.71","3.42","19.75","0.11","3.77","3.42","0.32","0.33","0.06","1.62","44.16","20.779","1.25","23.73","4.05","51.04","10.76","38.04","3.04","1.22","1.06","21.84","73.24","6.2","56.46","2.13","41.58","0.13","0.97","0.46","2.74","59.23","1.96","50.54","1.22","3.42","72.84"
"E. Watt","League Two 20-21.","Bradford City","DMF, LDMF, LCMF","25","325000","2027-05-31","46","4218","3","1.29","2","4.74","England","right","179","11.82","8.98","54.87","3.56","44.31","0.26","8.83","1.3","0.06","0.03","0","0.83","23.08","7.692","0.85","27.5","1.3","45.9","3.8","35.39","0.26","0.58","0.11","49.42","75.35","21.7","59.69","10.65","45.89","0.1","0.58","0.11","13.04","56.14","2.13","39","0.55","11.07","72.45"
"J. Brophy","League Two 20-21.","Leyton Orient","LB, LW, LWF","31","400000","2026-06-30","44","4207","2","1.12","6","7.61","England","left","180","8.86","6.76","57.28","2.22","45.19","0.15","7.19","3.66","0.04","0.02","0","0.34","31.25","12.5","1.93","35.56","4.64","57.14","8.32","50.13","1.82","3.85","2.05","44.8","78.46","14.85","61.67","5.22","44.26","0.16","0.56","0.53","6.63","58.06","2.4","49.11","1.16","9.5","73.65"
"I. Henderson","League Two 20-21.","Salford City","CF, AMF","40","0","2026-06-30","46","4195","17","21.67","4","5.15","England","right","178","4.36","3.43","53.75","5.3","29.15","0.11","3.64","2.53","0.32","0.46","0.06","2.06","48.96","17.708","1.05","46.94","1.65","54.55","7.9","29.89","3.99","0.54","0.49","22.93","76.24","4.63","59.72","0.86","57.5","0.11","0.39","0.45","2.17","55.45","1.69","60.76","1.14","2.64","75.61"
"P. Mullin","League Two 20-21.","Cambridge United","CF","31","900000","2027-06-30","46","4186","31","28.43","3","3.46","England","right","178","3.89","4.47","48.08","4.88","15.86","0.02","1.97","3.35","0.49","0.61","0.04","3.31","44.81","20.13","1.46","25","3.29","42.48","11.5","27.66","4.32","1.08","0.41","17.95","71.62","3.16","50.34","0.67","32.26","0.07","0.24","0.34","1.48","56.52","1.85","40.7","0.82","1.66","70.13"
"A. Gilliead","League Two 20-21.","Scunthorpe United","RW, RCMF","29","225000","","44","4155","1","2.24","3","3.52","England","right","183","8.97","6.52","60.47","4.46","38.83","0.11","6.28","3.21","0.02","0.05","0","0.58","40.74","3.704","1.69","25.64","3.9","60","8.25","45.14","1.26","1.91","1.54","26.49","74.98","7.78","59.05","1.88","31.03","0.08","0.41","0.17","2.95","57.35","1.58","34.25","0.41","4.4","56.16"
"F. Rawson","League Two 20-21.","Mansfield Town","RCB, CB","29","225000","2026-06-30","43","4116","0","2.83","0","0.09","England","right","193","9.42","6.12","73.93","8.99","65.94","0.57","7.15","0.24","0","0.06","0","0.37","47.06","0","0","0","0.09","50","0.83","55.26","0.79","0.22","0.13","24.95","72.92","12.2","58.6","4.68","50.47","0","0.02","0.02","3.5","51.88","0.44","35","0.26","6.47","50"
"C. Guy","League Two 20-21.","Carlisle United","DMF, LDMF, RDMF","29","275000","","43","4091","0","1.05","12","9.76","England","right","178","12.19","7.96","62.98","3.37","54.25","0.15","9.91","1.23","0","0.02","0","0.88","17.5","0","0.79","30.56","1.32","55","4.14","50","0.02","0.48","0.62","30.69","70.39","14.61","56.63","6.18","38.43","0.21","0.26","0.09","7.83","56.18","1.74","35.44","0.35","7.26","67.88"
"P. Farman","League Two 20-21.","Carlisle United","GK","36","75000","2026-06-30","42","4090","0","0","0","0","England","right","196","2.02","0.11","80","0.46","90.48","0","2.92","0","0","0","0","0","0","0","0","0","0","0","0.11","60","0.02","0","0","13.8","72.25","11.49","68.39","10.28","64.88","0","0","0","6.12","64.75","0.35","31.25","0.11","7.86","84.31"
"S. Hobson","League Two 20-21.","Southend United","LCB, RCB, RB","27","0","2026-06-30","44","4058","2","1.82","0","0.57","England","right","188","10.05","5.46","67.89","6.88","50","0.27","8.36","0.78","0.04","0.04","0","0.29","46.15","15.385","0.35","50","0.71","62.5","1.89","41.18","0.75","0.89","0.33","27.66","69.29","15.72","58.39","9.03","47.91","0.01","0.16","0.09","6.32","51.23","1.06","27.08","0.22","8.76","61.77"
"M. Oxley","League Two 20-21.","Southend United","GK","35","100000","2027-06-30","41","4021","0","0","0","0","England","right","190","1.41","0.07","33.33","0.4","88.89","0","1.89","0","0","0","0","0","0","0","0","0","0","0","0.11","100","0","0","0","13.81","72.61","10.97","65.92","9.89","64.03","0","0","0","5.06","65.49","0.25","9.09","0.02","7.48","80.54"
"P. O'Connor","League Two 20-21.","Bradford City","RCB, CB","28","375000","2029-06-30","42","4014","2","3.6","2","0.57","Republic of Ireland","right","191","12.24","7.87","72.93","9.87","66.14","0.74","8.52","0.58","0.04","0.08","0.02","0.54","50","8.333","0.16","42.86","0.4","61.11","2","60.67","0.76","0.29","0.11","37.4","77.04","20.25","65.45","10.7","56.6","0.01","0","0.07","7.4","54.85","0.76","32.35","0.27","10.7","69.81"
"A. Hayden","League Two 20-21.","Carlisle United","RCB","28","150000","2026-06-30","44","4007","5","6.47","0","1.27","England","right","185","10.92","5.95","69.81","10.71","60.59","0.49","9.78","0.7","0.11","0.15","0.09","0.94","40.48","11.905","0.13","16.67","0.47","57.14","2.18","41.24","2.16","0.18","0.13","24.91","68.71","14.51","60.22","6.74","49.67","0.03","0.04","0.11","5.32","53.59","0.56","12","0.36","7.97","58.03"
"T. Nichols","League Two 20-21.","Crawley Town","CF","32","200000","2027-06-30","43","4007","11","11.45","9","6.96","England","right","178","5.55","5.05","57.78","13.7","26.89","0.22","3.36","3.19","0.18","0.26","0.04","1.57","48.57","15.714","1.28","21.05","3.01","49.25","13.32","32.72","3.8","1.12","0.74","29","74.9","7.3","65.85","1.44","50","0.16","1.42","0.56","3.14","61.43","1.91","47.06","1.46","3.3","76.87"
"L. Kinsella","League Two 20-21.","Walsall","RCMF, LCMF","29","150000","2026-06-30","43","4004","0","0.87","0","0.91","England","right","175","13.1","8.32","61.62","4.59","47.06","0.31","9.77","0.92","0","0.02","0","0.34","6.67","0","0.43","57.89","1.06","55.32","3.64","57.41","0.38","0.43","0.36","29.74","81.41","11.4","68.64","2.43","48.15","0.02","0.18","0.11","4.77","66.98","0.88","61.54","0.34","5.15","65.94"
"J. Griffiths","League Two 20-21.","Cheltenham Town","GK","24","1000000","2027-06-30","41","4000","0","0","0","0.04","England","right","198","2.79","0.16","28.57","0.23","80","0","3.98","0.02","0","0","0","0","0","0","0","0","0.02","100","0.07","66.67","0","0","0","19.37","78.98","13.01","70.93","10.04","62.78","0","0","0","5.18","62.61","0.34","6.67","0.02","7.29","79.63"
"J. Hessenthaler","League Two 20-21.","Crawley Town","LCMF, RCMF, DMF","31","0","2026-06-30","46","3990","1","1.97","4","1.2","England","right","176","10.2","8.19","60.61","4.22","43.85","0.27","6.53","0.79","0.02","0.04","0","0.34","20","6.667","0.72","53.13","0.63","42.86","3","35.34","0.95","0.18","0.11","37.33","80.36","13.33","63.11","5.68","48.02","0.03","0.25","0.18","6.97","56.63","1.22","51.85","0.41","5.82","78.29"
"J. Cumming","League Two 20-21.","Stevenage","GK","26","1000000","","41","3989","0","0","1","0","England","right","185","1.8","0.02","0","0.77","82.35","0","2.35","0","0","0","0","0","0","0","0","0","0","0","0.05","50","0","0","0","17.82","84.05","10.87","75.1","8.24","67.95","0","0","0.02","3.32","61.22","0.16","0","0","6.5","82.64"
"T. Conlon","League Two 20-21.","Port Vale","LCMF","29","0","2026-06-30","42","3970","10","8.08","4","5.49","England","left","173","10.2","7.71","53.53","3.33","56.46","0.18","7.72","2.74","0.16","0.18","0","1.84","39.51","12.346","1.18","30.77","2.68","51.69","6.66","40.82","2.13","0.88","0.29","32.62","77.76","13.1","65.74","5.94","54.58","0.12","0.5","0.2","7.37","64","2.04","47.78","1.07","7.05","83.92"
"M. Blair","League Two 20-21.","Cheltenham Town","RWB, RB","36","0","","44","3966","2","2.17","4","4.28","England","right","178","9.49","6.63","59.59","4.9","52.31","0.14","7.58","2.95","0.05","0.05","0","0.5","40.91","9.091","2.2","27.84","2.72","67.5","4.04","55.62","1.25","2.5","1.59","30.43","68.08","12.69","54.56","4.43","37.44","0.1","0.64","0.32","5.38","52.32","2.68","39.83","0.77","7.81","67.44"
"E. Doyle","League Two 20-21.","Bolton Wanderers","CF","37","0","","43","3921","19","20.99","2","3.02","Republic of Ireland","left","182","2.64","2.59","53.1","4.52","22.34","0.09","1.71","2.98","0.37","0.48","0.02","2.69","42.74","16.239","0.96","30.95","2.39","49.04","6.86","28.09","3.56","0.94","0.41","16.27","75.74","3.9","63.53","0.62","40.74","0.07","0.76","0.37","1.7","54.05","1.42","56.45","0.92","2.02","82.95"
"P. Brough","League Two 20-21.","Barrow","LCB, LWB, LB","29","275000","2027-06-30","43","3897","6","3.67","2","1.32","England","left","191","8.78","6.4","58.12","4.94","54.21","0.32","6.78","1.43","0.14","0.08","0","0.53","39.13","26.087","2.24","25.77","1.04","60","1.85","52.5","0.79","1.09","0.72","30.99","72.58","14.41","62.5","5.75","45.38","0.03","0.21","0.23","5.66","54.69","2.26","37.76","0.37","8.2","68.45"
"C. Hall","League Two 20-21.","Harrogate Town","LCB","32","175000","2026-06-30","41","3851","1","2.66","1","0.5","England","left","193","11.19","5.61","70.42","9.65","56.66","0.7","10.02","0.47","0.02","0.06","0","0.65","25","3.571","0.19","25","0.54","43.48","1.64","35.71","0.96","0.65","0.12","36.53","72.23","19.89","60.99","11.57","53.13","0.01","0.09","0.05","9.42","52.61","1.26","31.48","0.37","11.4","68.24"
"J. Mellish","League Two 20-21.","Carlisle United","LCMF, AMF","28","300000","2028-06-30","44","3837","11","7.58","0","2.65","England","left","188","7.6","6.64","56.89","6.92","44.07","0.19","5.01","1.64","0.26","0.18","0.07","1.38","32.2","18.644","1.03","31.82","1.97","44.05","5.61","34.31","3.05","0.77","0.56","18.41","66.24","7.11","54.46","1.31","37.5","0.06","0.05","0.19","2.28","51.55","0.94","47.5","0.42","3.19","47.79"
"J. Powell","League Two 20-21.","Crawley Town","RCMF, LCMF, DMF","31","175000","2026-06-30","44","3834","3","3.17","5","5.65","England","right","177","10","7.54","59.81","4.93","56.67","0.4","6.89","2.16","0.07","0.07","0.02","1.15","32.65","6.122","0.73","38.71","2.16","52.17","5.02","38.32","0.87","0.99","0.16","50.47","74","24.3","61.26","9.69","48.18","0.13","1.1","0.28","13.52","60.59","2.44","43.27","0.96","12.02","75.39"
"C. Stockton","League Two 20-21.","Morecambe","CF","31","200000","2026-06-30","43","3834","13","14.54","5","3.28","England","right","186","2.86","2.23","51.58","8.64","36.96","0.12","1.99","2.86","0.31","0.34","0.02","2.46","37.14","12.381","0.82","34.29","3.31","44.68","15.23","30.51","3.26","1.03","0.45","16.24","64.88","3.52","51.33","1.01","53.49","0.08","0.49","0.31","1.76","65.33","1.17","48","0.61","1.74","75.68"
"L. Feeney","League Two 20-21.","Tranmere Rovers","AMF","38","0","","43","3808","3","1.81","8","12.42","England","left","183","4.44","4.23","54.19","1.7","18.06","0.09","3.1","4.61","0.07","0.04","0","0.64","18.52","11.111","5.41","30.13","4.56","56.99","9.67","39.36","0.87","2.1","1.63","39.04","72.34","10.68","59.29","4.49","51.58","0.29","1.04","0.5","6.62","62.14","5.39","40.35","0.61","7.26","77.52"
"M. Jay","League Two 20-21.","Exeter City","AMF, CF","29","225000","2027-06-30","44","3759","18","16.37","6","9.23","England","right","178","4.67","3.76","55.41","3.47","13.1","0.05","3.96","3.28","0.34","0.39","0","2.37","46.46","18.182","1.41","28.81","2.66","48.65","6.82","37.19","4.05","1.27","1.15","29.95","74.9","9.55","58.4","1.75","39.73","0.22","1.05","0.57","3.57","58.39","1.87","60.26","1.44","3.59","66.67"
"A. Collins","League Two 20-21.","Forest Green Rovers","CF, AMF","28","1300000","2027-06-30","46","3750","11","16.96","7","5.17","Wales","right","178","3.82","3.53","56.46","3.67","30.72","0.1","2.82","4.22","0.17","0.41","0","3.22","29.85","8.209","1.68","34.29","4.94","48.06","10.13","37.91","3.31","2.4","1.73","23.04","72.19","6.86","59.79","2.04","49.41","0.12","1.06","0.5","3.07","58.59","2.64","41.82","0.94","3.58","76.51"
"A. Eastham","League Two 20-21.","Salford City","RCB, CB","34","75000","","39","3745","1","0.57","0","0.51","England","right","191","9.4","5.65","77.87","6.58","67.52","0.5","7.21","0.19","0.02","0.01","0","0.07","66.67","33.333","0.12","20","0.19","62.5","0.65","37.04","0.46","0.29","0.07","36.19","77.76","16.8","61.95","8.8","47.81","0.01","0","0.02","5.67","45.76","0.31","7.69","0.07","8.15","64.9"
"W. Burrell","League Two 20-21.","Harrogate Town","LB, RB","35","75000","2027-06-30","43","3740","0","0.84","0","0.6","England","right","178","10.42","8.01","61.56","7.65","63.52","0.34","7.43","1.03","0","0.02","0","0.26","27.27","0","0.87","41.67","1.13","51.06","3.2","45.11","0.39","0.77","0.63","29.72","73.85","13.38","60.79","5.87","47.13","0.01","0.12","0.05","5.51","56.33","1.03","48.84","0.12","7.89","64.94"
"J. Tunnicliffe","League Two 20-21.","Crawley Town","RCB","32","100000","","39","3731","3","2.99","0","0","England","right","186","10.83","6.78","76.51","10.47","69.82","0.53","7.35","0.27","0.07","0.07","0.05","0.34","50","21.429","0.02","0","0.22","44.44","1.18","53.06","0.51","0.12","0","23.42","71.99","14.23","63.22","6.05","54.58","0","0","0","4.78","57.07","0.29","8.33","0.07","7.16","64.98"
"R. Bowman","League Two 20-21.","Exeter City","CF","34","100000","","42","3731","14","15.54","2","1.91","England","right","188","4.22","3.26","58.52","18.16","35.59","0.1","3.6","1.52","0.34","0.37","0.07","1.79","41.89","18.919","0.43","33.33","0.96","52.5","7.14","23.65","3.69","0.53","0.14","14.06","67.07","3.67","50.66","0.36","53.33","0.05","0.27","0.14","1.13","59.57","0.82","41.18","0.55","1.47","59.02"
"J. Belshaw","League Two 20-21.","Harrogate Town","GK","35","100000","2026-06-30","38","3707","0","0","1","0.94","England","right","191","2.09","0.12","40","0.58","100","0","2.96","0.05","0","0","0","0","0","0","0","0","0.05","100","0.07","100","0.02","0.02","0.02","22.04","81.61","17.36","77.76","15.25","75.32","0.02","0","0.02","8.33","77.26","0.32","30.77","0.24","12.67","86.97"
"A. Wildig","League Two 20-21.","Morecambe","RCMF, LCMF, AMF","33","100000","","40","3704","9","10.08","5","9.41","England","right","175","6.07","4.45","60.66","3.89","43.75","0.24","3.54","1.9","0.22","0.24","0.1","1.63","31.34","13.433","1.46","35","1.17","64.58","4.5","41.08","2.16","0.56","0.32","25.2","77.15","8.36","65.99","1.97","41.98","0.23","0.29","0.29","3.81","65.61","1.77","53.42","0.78","4.47","73.91"
"J. Taylor","League Two 20-21.","Exeter City","RCMF, RDMF","34","0","","44","3680","6","4.3","4","2.29","England","right","177","9.78","6.95","60.21","4.65","59.47","0.24","8.19","1.76","0.15","0.11","0","1.3","32.08","11.321","0.68","39.29","1.52","53.23","4.06","51.81","1.49","0.64","0.12","35.44","73.64","15.53","58.58","5.67","42.24","0.06","0.68","0.27","7.8","57.99","2.2","41.11","0.86","6.41","70.23"
"C. Raglan","League Two 20-21.","Cheltenham Town","RCB","32","0","2027-06-30","40","3674","1","2.15","1","0.67","England","right","183","9.41","4.7","69.79","9.46","54.92","0.32","8.46","0.83","0.02","0.05","0.02","0.44","22.22","5.556","1.05","34.88","0.37","73.33","1.54","44.44","0.81","0.86","0.2","40.81","76.77","19.3","66.62","8.65","49.29","0.02","0.15","0.12","8.7","56.34","1.64","34.33","0.49","10.66","75.63"
"N. Townsend","League Two 20-21.","Newport County","GK","31","175000","","38","3673","0","0","0","0","England","right","181","1.37","0.15","66.67","0.42","88.24","0","1.97","0.02","0","0","0","0","0","0","0","0","0.02","100","0.17","100","0","0","0","21.37","79.36","15.34","73","12.06","65.85","0","0","0","5.44","60.36","0.37","20","0.07","9.16","81.55"
"D. Happe","League Two 20-21.","Leyton Orient","LCB","27","225000","2026-06-30","40","3668","3","3.77","0","0.09","England","left","195","10.18","5.79","67.8","6.33","65.12","0.74","9.22","0.52","0.07","0.09","0.02","0.49","30","15","0.2","25","0.56","56.52","2.16","32.95","1.01","1.37","0.15","50.99","78.73","22.11","61.93","11.85","45.34","0","0.15","0","9.57","50.26","0.81","24.24","0.32","11.65","62.53"
"R. Haynes","League Two 20-21.","Newport County","LWB, LB","30","125000","","40","3662","1","1.06","2","3.84","England","left","185","7.03","3.91","55.35","3.15","45.31","0.2","7.12","4.6","0.02","0.03","0","0.61","44","4","4.47","36.81","4.08","65.06","6.24","55.91","0.81","2.7","1.25","27.99","67.34","11.03","54.57","5.28","42.79","0.09","0.22","0.32","4.96","47.52","4.06","46.67","0.39","7.35","78.26"
"E. Bwomono","League Two 20-21.","Southend United","RB","27","75000","","41","3640","1","1.44","0","1.67","Uganda","right","185","9.74","6.18","65.2","2.99","43.8","0.12","7.01","1.88","0.02","0.04","0","0.45","16.67","5.556","2.32","35.11","1.56","57.14","3.83","41.94","0.74","1.06","0.64","31.6","70.58","13.65","56.52","7.2","48.11","0.04","0.17","0.15","6.18","54.4","2.4","45.36","0.47","9.2","68.01"
